accession,protein_accession,collection_date,sgene_begin,sgene_end,location,region
MT776410.1,QLJ58025.1,2020-03-29,21509,25330,USA,North America
MT776409.1,QLJ58013.1,2020-03-26,21509,25330,USA,North America
MT776408.1,QLJ58001.1,2020-03-26,21509,25330,USA,North America
MT776407.1,QLJ57989.1,2020-03-25,21509,25330,USA,North America
MT776406.1,QLJ57977.1,2020-03-25,21509,25330,USA,North America
MT776405.1,QLJ57965.1,2020-03-25,21509,25330,USA,North America
MT776404.1,QLJ57953.1,2020-03-23,21509,25330,USA,North America
MT776403.1,QLJ57941.1,2020-04-16,21509,25330,USA,North America
MT776402.1,QLJ57929.1,2020-04-07,21509,25330,USA,North America
MT776401.1,QLJ57917.1,2020-04-06,21509,25330,USA,North America
MT775833.1,QLJ53620.1,2020-04-18,21563,25384,Poland,Europe
MT775832.1,QLJ53608.1,2020-04-17,21551,25372,Poland,Europe
MT775831.1,QLJ53596.1,2020-04-16,21542,25363,Poland,Europe
MT775830.1,QLJ53584.1,2020-04-13,21563,25384,Poland,Europe
MT775829.1,QLJ53572.1,2020-04-02,21557,25378,Poland,Europe
MT775828.1,QLJ53560.1,2020-04-01,21557,25378,Poland,Europe
MT775827.1,QLJ53548.1,2020-03-28,21557,25378,Poland,Europe
MT775826.1,QLJ53536.1,2020-04-02,21563,25384,Poland,Europe
MT786337.1,QLK03479.1,2020-07-15,21531,25352,Turkey,Asia
MT786336.1,QLK03467.1,2020-07-15,21531,25352,Turkey,Asia
MT786335.1,QLK03455.1,2020-07-15,21531,25352,Turkey,Asia
MT786334.1,QLK03443.1,2020-07-15,21531,25352,Turkey,Asia
MT786331.1,QLK03431.1,2020-07-15,21531,25352,Turkey,Asia
MT786329.1,QLK03419.1,2020-07-15,21531,25352,Turkey,Asia
MT786327.1,QLK03407.1,2020-07-15,21531,25352,Turkey,Asia
MT782382.1,QLJ93915.1,2020-04-22,21560,25381,USA,North America
MT782381.1,QLJ93903.1,2020-04-22,21560,25381,USA,North America
MT782378.1,QLJ93867.1,2020-04-23,21563,25384,USA,North America
MT782377.1,QLJ93855.1,2020-04-23,21563,25384,USA,North America
MT782371.1,QLJ93783.1,2020-04-23,21562,25383,USA,North America
MT782370.1,QLJ93771.1,2020-04-23,21561,25382,USA,North America
MT782369.1,QLJ93759.1,2020-04-22,21554,25375,USA,North America
MT782364.1,QLJ93699.1,2020-05-14,21561,25382,USA,North America
MT782361.1,QLJ93663.1,2020-05-14,21563,25384,USA,North America
MT782348.1,QLJ93507.1,2020-05-13,21563,25384,USA,North America
MT781415.1,QLJ85689.1,2020-02-25,21560,25381,Thailand,Asia
MT781414.1,QLJ85677.1,2020-03-03,21554,25375,Thailand,Asia
MT791312.1,QLL27824.1,2020-04-02,21525,25346,USA: Wyoming,North America
MT790522.1,QLL26123.1,2020-03-16,21529,25350,Zambia,Africa
MT789712.1,QLL26046.1,2020-06-23,21557,25378,Bahrain,Asia
MT789690.1,QLL25993.1,2020-07-15,21531,25352,Turkey,Asia
MT789688.1,QLL25969.1,2020-07-15,21531,25352,Turkey,Asia
MT787749.1,QLL25957.1,2020-07-15,21531,25352,Turkey,Asia
MT787746.1,QLL25921.1,2020-07-15,21531,25352,Turkey,Asia
MT787745.1,QLL25909.1,2020-07-15,21531,25352,Turkey,Asia
MT787742.1,QLL25873.1,2020-07-15,21531,25352,Turkey,Asia
MT787650.1,QLL25849.1,2020-07-15,21531,25352,Turkey,Asia
MT787648.1,QLL25837.1,2020-07-15,21531,25352,Turkey,Asia
MT787647.1,QLL25825.1,2020-07-15,21531,25352,Turkey,Asia
MT787646.1,QLL25801.1,2020-07-15,21531,25352,Turkey,Asia
MT787577.1,QLL25679.1,2020-07-15,21531,25352,Turkey,Asia
MT787564.1,QLL25667.1,2020-07-15,21531,25352,Turkey,Asia
MT787553.1,QLL25640.1,2020-07-15,21531,25352,Turkey,Asia
MT787503.1,QLL25604.1,2020-07-15,21531,25352,Turkey,Asia
MT787500.1,QLL25592.1,2020-07-15,21531,25352,Turkey,Asia
MT787486.1,QLL25568.1,2020-07-15,21531,25352,Turkey,Asia
MT787473.1,QLL22773.1,2020-07-15,21531,25352,Turkey,Asia
MT786946.1,QLK98690.1,2020-05-29,21556,25377,"USA: South Carolina, Ridgeway",North America
MT786943.1,QLK98654.1,2020-05-18,21559,25380,"USA: South Carolina, Ridgeway",North America
MT786941.1,QLK98630.1,2020-05-06,21547,25368,"USA: South Carolina, Ridgeway",North America
MT786868.1,QLK98514.1,2020-07-15,21531,25352,Turkey,Asia
MT786865.1,QLK98489.1,2020-07-15,21531,25352,Turkey,Asia
MT786859.1,QLK98450.1,2020-07-15,21531,25352,Turkey,Asia
MT786851.1,QLK98431.1,2020-04-30,21509,25330,USA: WI,North America
MT786850.1,QLK98419.1,2020-04-30,21509,25330,USA: WI,North America
MT786849.1,QLK98407.1,2020-04-30,21509,25330,USA: WI,North America
MT786848.1,QLK98395.1,2020-04-30,21509,25330,USA: WI,North America
MT786847.1,QLK98383.1,2020-04-30,21509,25330,USA: TX,North America
MT786846.1,QLK98371.1,2020-04-30,21509,25330,USA: TX,North America
MT786845.1,QLK98359.1,2020-04-29,21509,25330,USA: TX,North America
MT786844.1,QLK98347.1,2020-04-29,21509,25330,USA: TX,North America
MT786842.1,QLK98323.1,2020-04-27,21509,25330,USA: TX,North America
MT786840.1,QLK98299.1,2020-04-10,21509,25330,USA: TX,North America
MT786839.1,QLK98287.1,2020-04-10,21509,25330,USA: TX,North America
MT786838.1,QLK98275.1,2020-04-10,21509,25330,USA: TX,North America
MT786837.1,QLK98263.1,2020-04-10,21509,25330,USA: TX,North America
MT786836.1,QLK98251.1,2020-05-01,21509,25330,USA: NM,North America
MT786835.1,QLK98239.1,2020-04-30,21509,25330,USA: NM,North America
MT786834.1,QLK98227.1,2020-04-30,21509,25330,USA: NM,North America
MT786833.1,QLK98215.1,2020-04-30,21509,25330,USA: NM,North America
MT786832.1,QLK98203.1,2020-04-30,21509,25330,USA: NM,North America
MT786831.1,QLK98191.1,2020-04-30,21509,25330,USA: NM,North America
MT786830.1,QLK98179.1,2020-04-30,21509,25330,USA: NM,North America
MT786829.1,QLK98167.1,2020-04-30,21509,25330,USA: NC,North America
MT786828.1,QLK98155.1,2020-04-30,21509,25330,USA: NC,North America
MT786827.1,QLK98143.1,2020-04-28,21509,25330,USA: NC,North America
MT786826.1,QLK98131.1,2020-04-28,21509,25330,USA: NC,North America
MT786825.1,QLK98119.1,2020-04-27,21509,25330,USA: NC,North America
MT786824.1,QLK98107.1,2020-04-27,21509,25330,USA: NC,North America
MT786823.1,QLK98095.1,2020-04-27,21509,25330,USA: NC,North America
MT786822.1,QLK98083.1,2020-04-27,21509,25330,USA: NC,North America
MT786821.1,QLK98071.1,2020-04-27,21509,25330,USA: MI,North America
MT786820.1,QLK98059.1,2020-04-10,21509,25330,USA: LA,North America
MT786819.1,QLK98047.1,2020-04-29,21509,25330,USA: IN,North America
MT786818.1,QLK98035.1,2020-04-28,21509,25330,USA: IN,North America
MT786817.1,QLK98023.1,2020-04-28,21509,25330,USA: IN,North America
MT786815.1,QLK97999.1,2020-04-30,21509,25330,USA: IL,North America
MT786814.1,QLK97987.1,2020-04-30,21509,25330,USA: IL,North America
MT786813.1,QLK97975.1,2020-04-30,21509,25330,USA: IL,North America
MT786812.1,QLK97963.1,2020-04-28,21509,25330,USA: IL,North America
MT786811.1,QLK97951.1,2020-04-28,21509,25330,USA: IL,North America
MT786810.1,QLK97939.1,2020-04-28,21509,25330,USA: GA,North America
MT786809.1,QLK97927.1,2020-04-28,21509,25330,USA: GA,North America
MT786804.1,QLK97867.1,2020-05-01,21509,25330,USA: CA,North America
MT786802.1,QLK97843.1,2020-05-01,21509,25330,USA: CA,North America
MT786801.1,QLK97831.1,2020-05-01,21509,25330,USA: CA,North America
MT786800.1,QLK97819.1,2020-04-28,21509,25330,USA: CA,North America
MT786799.1,QLK97807.1,2020-04-28,21404,25225,USA: CA,North America
MT786798.1,QLK97795.1,2020-05-01,21509,25330,USA: AL,North America
MT786455.1,QLK03551.1,2020-04-15,21500,25321,Georgia,Asia
MT786444.1,QLK03527.1,2020-04-25,21502,25323,Georgia,Asia
MT786442.1,QLK03515.1,2020-05-01,21505,25326,Georgia,Asia
MT786438.1,QLK03503.1,2020-05-01,21501,25322,Georgia,Asia
MT786422.1,QLK03491.1,2020-04-29,21503,25324,Georgia,Asia
MT791963.1,QLL36421.1,2020-04,21526,25347,USA: Virginia,North America
MT791962.1,QLL36409.1,2020-04,21560,25381,USA: Virginia,North America
MT791961.1,QLL36397.1,2020-04,21527,25348,USA: Virginia,North America
MT791960.1,QLL36385.1,2020-04,21526,25347,USA: Virginia,North America
MT791959.1,QLL36373.1,2020-04,21561,25382,USA: Virginia,North America
MT791958.1,QLL36361.1,2020-04,21547,25368,USA: Virginia,North America
MT791957.1,QLL36349.1,2020-04,21554,25375,USA: Virginia,North America
MT791956.1,QLL36337.1,2020-04,21528,25349,USA: Virginia,North America
MT791955.1,QLL36325.1,2020-04,21526,25347,USA: Virginia,North America
MT791954.1,QLL36313.1,2020-04,21546,25367,USA: Virginia,North America
MT791953.1,QLL36301.1,2020-04,21525,25346,USA: Virginia,North America
MT791950.1,QLL36265.1,2020-04,21533,25354,USA: Virginia,North America
MT791949.1,QLL36253.1,2020-04,21559,25380,USA: Virginia,North America
MT791948.1,QLL36241.1,2020-04,21559,25380,USA: Virginia,North America
MT791947.1,QLL36229.1,2020-04,21525,25346,USA: Virginia,North America
MT791946.1,QLL36217.1,2020-04,21559,25380,USA: Virginia,North America
MT791945.1,QLL36205.1,2020-04,21528,25349,USA: Virginia,North America
MT791944.1,QLL36193.1,2020-04,21526,25347,USA: Virginia,North America
MT791943.1,QLL36181.1,2020-04,21525,25346,USA: Virginia,North America
MT791942.1,QLL36169.1,2020-04,21525,25346,USA: Virginia,North America
MT791941.1,QLL36157.1,2020-04,21560,25381,USA: Virginia,North America
MT791940.1,QLL36145.1,2020-04,21547,25368,USA: Virginia,North America
MT791939.1,QLL36133.1,2020-04,21526,25347,USA: Virginia,North America
MT791938.1,QLL36121.1,2020-04,21553,25374,USA: Virginia,North America
MT791937.1,QLL36109.1,2020-04,21552,25373,USA: Virginia,North America
MT791936.1,QLL36097.1,2020-04,21525,25346,USA: Virginia,North America
MT791926.1,QLL36073.1,2020-03-30,21525,25346,USA: Wyoming,North America
MT791923.1,QLL36061.1,2020-05-21,21558,25379,USA: FL,North America
MT791920.1,QLL36025.1,2020-04-29,21559,25380,USA: FL,North America
MT791915.1,QLL35971.1,2020-04-01,21559,25380,USA: FL,North America
MT791914.1,QLL35959.1,2020-04-02,21561,25382,USA: FL,North America
MT791907.1,QLL35884.1,2020-03-25,21561,25382,USA: FL,North America
MT791899.1,QLL35792.1,2020-03-24,21561,25382,USA: FL,North America
MT791896.1,QLL35756.1,2020-03-23,21561,25382,USA: FL,North America
MT791895.1,QLL35744.1,2020-03-24,21537,25358,USA: FL,North America
MT791891.1,QLL35698.1,2020-03-20,21551,25372,USA: FL,North America
MT791885.1,QLL35628.1,2020-03-21,21518,25339,USA: FL,North America
MT791883.1,QLL35604.1,2020-03-21,21551,25372,USA: FL,North America
MT791880.1,QLL35568.1,2020-03-23,21554,25375,USA: FL,North America
MT791878.1,QLL35544.1,2020-03-23,21559,25380,USA: FL,North America
MT791870.1,QLL35450.1,2020-03-21,21531,25352,USA: FL,North America
MT791869.1,QLL35438.1,2020-03-21,21562,25383,USA: FL,North America
MT791868.1,QLL35426.1,2020-03-21,21560,25381,USA: FL,North America
MT791864.1,QLL35378.1,2020-06-03,21563,25384,USA: FL,North America
MT791862.1,QLL35354.1,2020-06-02,21556,25377,USA: FL,North America
MT791861.1,QLL35342.1,2020-06-03,21525,25346,USA: FL,North America
MT791858.1,QLL35306.1,2020-03-25,21561,25382,USA: FL,North America
MT791857.1,QLL35294.1,2020-03-25,21560,25381,USA: FL,North America
MT791855.1,QLL35270.1,2020-03-25,21561,25382,USA: FL,North America
MT791854.1,QLL35258.1,2020-03-25,21557,25378,USA: FL,North America
MT791852.1,QLL35234.1,2020-03-26,21559,25380,USA: FL,North America
MT791851.1,QLL35222.1,2020-03-23,21561,25382,USA: FL,North America
MT791850.1,QLL35210.1,2020-03-24,21553,25374,USA: FL,North America
MT791845.1,QLL35150.1,2020-03-20,21559,25380,USA: FL,North America
MT791844.1,QLL35138.1,2020-03-17,21559,25380,USA: FL,North America
MT797772.1,QLP89604.1,2020-05-01,21527,25348,"USA: South Carolina, Ridgeway",North America
MT797771.1,QLP89592.1,2020-04-23,21525,25346,"USA: South Carolina, Richland",North America
MT797769.1,QLP89568.1,2020-03-30,21524,25345,"USA: South Carolina, Kershaw",North America
MT797768.1,QLP89556.1,2020-03-20,21514,25335,"USA: South Carolina, Kershaw",North America
MT797765.1,QLP89520.1,2020-03-14,21554,25375,"USA: South Carolina, Kershaw",North America
MT797764.1,QLP89508.1,2020-05-28,21552,25373,"USA: South Carolina, Ridgeway",North America
MT797762.1,QLP89484.1,2020-05-18,21493,25314,"USA: South Carolina, Ridgeway",North America
MT797761.1,QLP89472.1,2020-05-18,21493,25314,"USA: South Carolina, Ridgeway",North America
MT797760.1,QLP89460.1,2020-05-05,21525,25346,"USA: South Carolina, Ridgeway",North America
MT797759.1,QLP89448.1,2020-05-01,21551,25372,"USA: South Carolina, Ridgeway",North America
MT797758.1,QLP89436.1,2020-05-01,21524,25345,"USA: South Carolina, Ridgeway",North America
MT795913.1,QLM06111.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795912.1,QLM06099.1,2020-07-06,21509,25330,"USA: Wisconsin, Dane county",North America
MT795911.1,QLM06087.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795910.1,QLM06075.1,2020-07-04,21509,25330,"USA: Wisconsin, Dane county",North America
MT795909.1,QLM06063.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795907.1,QLM06039.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795906.1,QLM06027.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795905.1,QLM06015.1,2020-07-04,21509,25330,"USA: Wisconsin, Dane county",North America
MT795904.1,QLM06003.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795902.1,QLM05979.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795901.1,QLM05967.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795900.1,QLM05955.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795899.1,QLM05943.1,2020-07-04,21509,25330,"USA: Wisconsin, Milwaukee county",North America
MT795898.1,QLM05931.1,2020-07-03,21509,25330,"USA: Wisconsin, Columbia county",North America
MT795896.1,QLM05907.1,2020-07-06,21509,25330,"USA: Wisconsin, Dane county",North America
MT795895.1,QLM05895.1,2020-07-07,21509,25330,"USA: Wisconsin, Dane county",North America
MT795894.1,QLM05883.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795893.1,QLM05871.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795892.1,QLM05859.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795891.1,QLM05847.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795890.1,QLM05835.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795889.1,QLM05823.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795888.1,QLM05811.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795887.1,QLM05799.1,2020-07-04,21509,25330,"USA: Wisconsin, Dane county",North America
MT795884.1,QLM05763.1,2020-07-06,21509,25330,"USA: Missouri, Saint Louis county",North America
MT795883.1,QLM05751.1,2020-07-07,21509,25330,"USA: Wisconsin, Dane county",North America
MT795882.1,QLM05739.1,2020-07-04,21509,25330,"USA: Wisconsin, Dane county",North America
MT795881.1,QLM05727.1,2020-07-06,21509,25330,"USA: Wisconsin, Dane county",North America
MT795880.1,QLM05715.1,2020-07-03,21509,25330,"USA: Wisconsin, Dane county",North America
MT795879.1,QLM05703.1,2020-07-06,21509,25330,"USA: Wisconsin, Dane county",North America
MT795878.1,QLM05691.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795876.1,QLM05667.1,2020-07-04,21509,25330,"USA: Wisconsin, Monroe county",North America
MT795875.1,QLM05655.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795874.1,QLM05643.1,2020-07-07,21509,25330,"USA: Wisconsin, Dane county",North America
MT795873.1,QLM05631.1,2020-07-07,21509,25330,"USA: Wisconsin, Dane county",North America
MT795872.1,QLM05619.1,2020-07-04,21509,25330,"USA: Wisconsin, Dane county",North America
MT795871.1,QLM05607.1,2020-07-05,21509,25330,"USA: Wisconsin, Dane county",North America
MT795870.1,QLM05595.1,2020-07-07,21509,25330,"USA: New Jersey, Burlington county",North America
MT798592.1,QLQ34367.1,2020-06-02,21538,25359,Egypt,Africa
MT252820.1,QLJ57635.1,2020,21482,25303,USA: WA,North America
MT252819.1,QLJ57623.1,2020,21528,25349,USA: WA,North America
MT252818.1,QLJ57611.1,2020,21489,25310,USA: WA,North America
MT252817.1,QLJ57599.1,2020,21531,25352,USA: WA,North America
MT252816.1,QLJ57587.1,2020,21489,25310,USA: WA,North America
MT252815.1,QLJ57575.1,2020,21489,25310,USA: WA,North America
MT252814.1,QLJ57563.1,2020,21545,25366,USA: WA,North America
MT252813.1,QLJ57551.1,2020,21531,25352,USA: WA,North America
MT252812.1,QLJ57539.1,2020,21489,25310,USA: WA,North America
MT252796.1,QLJ57527.1,2020,21531,25352,USA: WA,North America
MT252791.1,QLJ57515.1,2020,21532,25353,USA: WA,North America
MT252789.1,QLJ57491.1,2020,21502,25323,USA: WA,North America
MT252786.1,QLJ57479.1,2020,21514,25335,USA: WA,North America
MT252777.1,QLJ57467.1,2020,21556,25377,USA: WA,North America
MT252776.1,QLJ57455.1,2020,21513,25334,USA: WA,North America
MT252762.1,QLJ57443.1,2020,21538,25359,USA: WA,North America
MT252760.1,QLJ57431.1,2020,21460,25281,USA: WA,North America
MT252759.1,QLJ57419.1,2020,21536,25357,USA: WA,North America
MT252755.1,QLJ57407.1,2020,21530,25351,USA: WA,North America
MT252754.1,QLJ57395.1,2020,21505,25326,USA: WA,North America
MT252753.1,QLJ57383.1,2020,21532,25353,USA: WA,North America
MT252752.1,QLJ57371.1,2020,21534,25355,USA: WA,North America
MT252750.1,QLJ57347.1,2020,21465,25286,USA: WA,North America
MT252744.1,QLJ57335.1,2020,21560,25381,USA: WA,North America
MT252743.1,QLJ57323.1,2020,21502,25323,USA: WA,North America
MT252732.1,QLJ57311.1,2020-03-13,21483,25304,USA: CT,North America
MT252731.1,QLJ57299.1,2020-03-13,21551,25372,USA: CT,North America
MT252727.1,QLJ57287.1,2020,21556,25377,USA: WA,North America
MT252724.1,QLJ57275.1,2020,21523,25344,USA: WA,North America
MT252722.1,QLJ57263.1,2020,21479,25300,USA: WA,North America
MT252720.1,QLJ57251.1,2020,21489,25310,USA: WA,North America
MT252718.1,QLJ57239.1,2020,21298,25119,USA: WA,North America
MT252714.1,QLJ57227.1,2020,21514,25335,USA: WA,North America
MT801051.1,QLS04051.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT801048.1,QLR80400.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT801043.1,QLR60576.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT801006.1,QLR12440.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT801004.1,QLR12417.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT801003.1,QLR12405.1,2020-03-20,21439,25260,Lebanon,Asia
MT801002.1,QLR12393.1,2020-03-20,21525,25346,Lebanon,Asia
MT801001.1,QLR12381.1,2020-03-18,21489,25310,Lebanon,Asia
MT801000.1,QLR12369.1,2020-03-19,21514,25335,Lebanon,Asia
MT800999.1,QLR12357.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800997.1,QLR12345.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800995.1,QLR12333.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800994.1,QLR12321.1,2020-06-19,21521,25342,India: Prantij,Asia
MT800978.1,QLR12309.1,2020-06-19,21521,25342,India: Prantij,Asia
MT800977.1,QLR12297.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800942.1,QLR12285.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800940.1,QLR12273.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800939.1,QLR12261.1,2020-06-20,21521,25342,India: Mandvi,Asia
MT800936.1,QLR12249.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800934.1,QLR12237.1,2020-06-20,21521,25342,India: Mandvi,Asia
MT800928.1,QLR07208.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800925.1,QLR07184.1,2020-06-18,21518,25327,India: Daskroi,Asia
MT800924.1,QLR07196.1,2020-06-28,21521,25342,India: Botad,Asia
MT800923.1,QLR07172.1,2020-06-18,21518,25327,India: Daskroi,Asia
MT800896.1,QLR07160.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800895.1,QLR07148.1,2020-06-08,21521,25342,India: Kheda,Asia
MT800873.1,QLR06896.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800845.1,QLR06884.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800820.1,QLR06872.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800818.1,QLR06771.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800816.1,QLR06759.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800794.1,QLR06738.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800758.1,QLQ88104.1,2020-06-15,21521,25342,India: Vadodara,Asia
MT800753.1,QLQ88089.1,2020-06-08,21521,25342,India: Kheda,Asia
